date    open    close      volume
                                      
2016-01-04  146.09  147.820    345846.0
2016-01-05  147.56  151.440    325036.0
2016-01-06  149.72  139.670    407424.0
2016-01-07  137.05  135.740    444221.0
2016-01-08  138.00  134.430    333472.0
2016-01-11  135.48  123.600    551744.0
2016-01-12  126.08  129.060    696458.0
2016-01-13  129.97  121.040    509970.0
2016-01-14  122.04  124.240    554862.0
2016-01-15  120.25  121.700   1195619.0
2016-01-19  122.50  114.290    679194.0
2016-01-20  112.11  120.110    643260.0
2016-01-21  119.85  112.210    746125.0
2016-01-22  115.15  115.810    544693.0
2016-01-25  114.63  112.290    590951.0
2016-01-26  112.81  109.920    719862.0
2016-01-27  109.82  110.190    684619.0
2016-01-28  111.91   99.320    892083.0
2016-01-29  102.00  106.230    905991.0
2016-02-01  104.86  105.270    996877.0
2016-02-02  104.63   94.960   1285612.0
2016-02-03   96.19   97.840    799860.0
2016-02-04   96.42  102.340    969699.0
2016-02-05  101.76   98.510    925284.0
2016-02-08   96.68   93.710   1223635.0
2016-02-09   92.05   93.890    889993.0
2016-02-10   95.18   95.740    880477.0
2016-02-11   93.26   94.290    807970.0
2016-02-12   95.36  120.220   4069691.0
2016-02-16  120.00  118.250   1242308.0
2016-02-17  118.30  124.660    909966.0
2016-02-18  128.60  124.780   1550898.0
2016-02-19  123.78  128.660    895172.0
2016-02-22  129.50  121.760    911781.0
2016-02-23  118.05  119.290    609555.0
2016-02-24  115.71  112.450    784851.0
2016-02-25  113.05  112.270    423392.0
2016-02-26  113.18  113.900    499156.0
2016-02-29  113.21  111.380    493084.0
2016-03-01  111.94  122.070    710196.0
2016-03-02  121.72  119.370    571102.0
2016-03-03  119.12  124.770    492292.0
2016-03-04  125.46  125.420    550875.0
2016-03-07  125.32  128.450    474819.0
2016-03-08  128.19  121.840    421644.0
2016-03-09  123.18  122.080    341942.0
2016-03-10  124.40  116.360    467690.0
2016-03-11  117.69  117.250    446799.0
2016-03-14  117.45  120.900    412957.0
2016-03-15  119.40  115.390    489890.0
2016-03-16  115.00  115.230    439318.0
2016-03-17  115.50  118.790    545472.0
2016-03-18  119.00  120.140    884209.0
2016-03-21  120.39  121.820    583704.0
2016-03-22  121.50  128.480    737102.0
2016-03-23  128.29  122.660    478042.0
2016-03-24  120.95  126.000    438856.0
2016-03-28  126.00  124.580    471150.0
2016-03-29  124.33  124.260    658799.0
2016-03-30  126.21  125.020   1286475.0
2016-03-31  127.25  128.470    668494.0
2016-04-01  128.01  130.760    772245.0
2016-04-04  131.76  133.550   1289406.0
2016-04-05  143.47  151.310   2149317.0
2016-04-06  151.75  163.830   1071390.0
2016-04-07  163.83  163.830    166406.0
2016-04-08  162.50  156.360   3122250.0
2016-04-11  156.22  144.640   1197871.0
2016-04-12  146.76  146.520    531449.0
2016-04-13  147.73  146.660    482881.0
2016-04-14  147.66  152.620    744133.0
2016-04-15  152.56  149.660    562842.0
2016-04-18  149.18  150.000    506853.0
2016-04-19  150.00  149.530    427042.0
2016-04-20  150.75  148.930    410156.0
2016-04-21  149.18  150.870    445003.0
2016-04-22  150.35  157.740    478266.0
2016-04-25  156.82  151.730    420147.0
2016-04-26  151.76  148.280    395616.0
2016-04-27  148.18  150.480    286140.0
2016-04-28  150.77  153.680    373012.0
2016-04-29  152.54  150.740    294187.0
2016-05-02  150.63  150.400    301120.0
2016-05-03  149.66  147.340    279485.0
2016-05-04  146.19  139.130    389837.0
2016-05-05  139.67  136.990    385807.0
2016-05-06  135.19  133.340    409736.0
2016-05-09  133.00  137.440    385455.0
2016-05-10  138.40  141.080    520782.0
2016-05-11  141.08  137.280    309983.0
2016-05-12  137.28  129.620    548137.0
2016-05-13  129.83  131.150    359146.0
2016-05-16  131.19  134.080    403118.0
2016-05-17  134.55  132.920    251339.0
2016-05-18  132.23  134.010    220439.0
2016-05-19  133.46  131.340    325684.0
2016-05-20  131.69  134.280    310518.0
2016-05-23  134.85  138.600    325760.0
2016-05-24  139.00  139.800    299122.0
2016-05-25  140.02  141.210    387242.0
2016-05-26  142.20  137.730    392948.0
2016-05-27  139.95  141.770    428824.0
2016-05-31  137.80  148.360   1840249.0
2016-06-01  148.49  155.130    879708.0
2016-06-02  154.88  167.660   1088979.0
2016-06-03  169.74  167.370   1248579.0
2016-06-06  168.36  166.460    603392.0
2016-06-07  165.34  162.610    544244.0
2016-06-08  162.39  161.100    491180.0
2016-06-09  160.00  154.220    813774.0
2016-06-10  152.83  150.660    498517.0
2016-06-13  150.00  144.870    382836.0
2016-06-14  144.68  142.200    404256.0
2016-06-15  142.57  142.790    286375.0
2016-06-16  141.86  141.580    264442.0
2016-06-17  141.81  138.640    474041.0
2016-06-20  140.66  144.960    482231.0
2016-06-21  144.23  142.090    391093.0
2016-06-22  142.99  148.100    474471.0
2016-06-23  149.24  154.260    428715.0
2016-06-24  144.56  142.920    744208.0
2016-06-27  143.27  130.670    707169.0
2016-06-28  134.49  149.370   1283485.0
2016-06-29  150.94  149.870    577761.0
2016-06-30  140.00  142.680   2174216.0
2016-07-01  143.45  146.360   1000018.0
2016-07-05  145.56  143.470    436744.0
2016-07-06  142.25  142.850    709638.0
2016-07-07  142.54  143.750    424111.0
2016-07-08  143.23  151.730    528183.0
2016-07-11  152.25  151.730    504475.0
2016-07-12  152.39  154.310    426474.0
2016-07-13  154.49  145.240    425744.0
2016-07-14  146.14  145.250    253412.0
2016-07-15  145.50  148.730    255185.0
2016-07-18  148.53  149.330    294296.0
2016-07-19  149.23  145.220    181359.0
2016-07-20  146.09  148.340    238136.0
2016-07-21  149.60  153.160    473320.0
2016-07-22  152.33  158.200    320210.0
2016-07-25  157.78  158.500    283626.0
2016-07-26  157.83  159.590    282971.0
2016-07-27  159.87  167.510    477123.0
2016-07-28  166.31  166.900    278095.0
2016-07-29  166.62  173.030    334204.0
2016-08-01  172.78  169.720    708051.0
2016-08-02  170.71  170.470    492342.0
2016-08-03  170.44  172.590    755484.0
2016-08-04  170.77  163.210    629568.0
2016-08-05  163.45  162.270    482459.0
2016-08-08  162.57  161.340    321107.0
2016-08-09  161.99  157.190    224674.0
2016-08-10  157.12  156.820    321460.0
2016-08-11  156.83  157.690    272125.0
2016-08-12  158.30  162.990    392355.0
2016-08-15  162.85  165.050    452288.0
2016-08-16  164.99  164.150    314544.0
2016-08-17  164.00  163.650    269877.0
2016-08-18  164.84  168.870    313358.0
2016-08-19  168.83  165.800    268924.0
2016-08-22  166.61  166.540    336929.0
2016-08-23  166.86  167.070    203145.0
2016-08-24  167.21  158.430    347994.0
2016-08-25  159.00  153.640    437115.0
2016-08-26  154.00  154.960    383806.0
2016-08-29  154.99  151.590    409786.0
2016-08-30  152.52  150.670    278191.0
2016-08-31  150.76  148.310    289001.0
2016-09-01  149.00  146.820    267496.0
2016-09-02  146.59  150.740    387885.0
2016-09-06  151.64  152.150    358686.0
2016-09-07  151.88  153.120    265024.0
2016-09-08  152.94  152.550    203188.0
2016-09-09  150.81  145.340    441248.0
2016-09-12  144.34  151.620    452858.0
2016-09-13  150.63  146.890    336106.0
2016-09-14  147.60  151.600    296053.0
2016-09-15  152.26  152.920    316853.0
2016-09-16  151.51  157.200    446348.0
2016-09-19  157.30  156.740    334112.0
2016-09-20  165.00  170.010   1379010.0
2016-09-21  171.15  168.780    716405.0
2016-09-22  169.68  170.470    390635.0
2016-09-23  169.47  166.230    391321.0
2016-09-26  165.00  166.020    216255.0
2016-09-27  165.47  172.130    367213.0
2016-09-28  172.01  167.680    454802.0
2016-09-29  167.96  160.230    519299.0
2016-09-30  161.23  164.590    344132.0
2016-10-03  163.06  162.380    412692.0
2016-10-04  162.68  153.010    637777.0
2016-10-05  153.46  153.790    546939.0
2016-10-06  152.70  153.510    421235.0
2016-10-07  153.83  152.740    321426.0
2016-10-10  153.34  154.000    216374.0
2016-10-11  153.15  151.840    301403.0
2016-10-12  151.77  144.750    477345.0
2016-10-13  143.87  144.100    255900.0
2016-10-14  146.97  142.470    294771.0
2016-10-17  141.83  138.480    395212.0
2016-10-18  140.51  140.810    361640.0
2016-10-19  140.40  139.120    283278.0
2016-10-20  139.10  137.850    424260.0
2016-10-21  136.31  137.410    303867.0
2016-10-24  137.76  131.870    480738.0
2016-10-25  132.75  131.170    262529.0
2016-10-26  131.25  130.180    377000.0
2016-10-27  131.00  127.500    281338.0
2016-10-28  126.84  124.200    375948.0
2016-10-31  124.92  123.740    270556.0
2016-11-01  123.52  122.390    360989.0
2016-11-02  122.00  117.550    520032.0
2016-11-03  120.00   98.200   1762488.0
2016-11-04  100.01   97.840    975397.0
2016-11-07   99.55  100.660    613447.0
2016-11-08   99.67   98.430    452393.0
2016-11-09  103.05  113.000   1305556.0
2016-11-10  115.00  109.000   1006288.0
2016-11-11  108.00  111.860    546103.0
2016-11-14  112.86  113.910    364118.0
2016-11-15  115.28  113.510    406995.0
2016-11-16  112.52  110.190    405208.0
2016-11-17  111.07  115.250    392977.0
2016-11-18  115.82  113.710    321245.0
2016-11-21  114.72  115.320    320246.0
2016-11-22  116.31  111.710    299363.0
2016-11-23  110.01  114.280    336025.0
2016-11-25  115.00  115.840    207545.0
2016-11-28  115.02  108.710    388949.0
2016-11-29  109.75  104.450    513942.0
2016-11-30  104.43  101.120    497232.0
2016-12-01  104.00  100.280    598573.0
2016-12-02   99.75   99.700    273839.0
2016-12-05  100.70  103.240    631299.0
2016-12-06  103.99  105.840    469994.0
2016-12-07  104.74  103.540    708288.0
2016-12-08  103.23  102.740    414959.0
2016-12-09  103.43  106.040    441191.0
2016-12-12  106.34  107.190    394759.0
2016-12-13  108.32  108.530    281529.0
2016-12-14  109.00  104.320    466545.0
2016-12-15  105.05  106.090    340023.0
2016-12-16  106.62  109.580    616526.0
2016-12-19  108.95  109.890    433476.0
2016-12-20  109.48  109.140    240755.0
2016-12-21  108.37  104.400    378488.0
2016-12-22  103.71  103.030    281697.0
2016-12-23  102.36  104.250    418484.0
2016-12-27  104.99  103.890    262160.0
2016-12-28  104.30  113.590   1341842.0
2016-12-29  114.32  109.270    557146.0
2016-12-30  108.70  108.650    578175.0
2017-01-03  108.46  102.950    755272.0
2017-01-04  103.63  108.740    627878.0
2017-01-05  108.83  105.690    457625.0
2017-01-06  105.79  105.870    438200.0
2017-01-09  106.01  105.650    408244.0
2017-01-10  106.33  105.660    396158.0
2017-01-11  106.21  105.570    959091.0
2017-01-12  105.10  110.000    720619.0
2017-01-13  111.99  114.370    693098.0
2017-01-17  113.53  113.630    598711.0
2017-01-18  115.00  115.800    372255.0
2017-01-19  115.50  114.670    368410.0
2017-01-20  112.22  110.140    509539.0
2017-01-23  110.50  105.220    461140.0
2017-01-24  105.86  105.400    365448.0
2017-01-25  105.93  107.710    307041.0
2017-01-26  109.03  106.170    278266.0
2017-01-27  106.17  110.030    356990.0
2017-01-30  109.31  105.790    373576.0
2017-01-31  105.75  109.750    408238.0
2017-02-01  110.43  107.180    376165.0
2017-02-02  107.16  107.640    353031.0
2017-02-03  108.36  110.230    346739.0
2017-02-06  110.11  112.620    322516.0
2017-02-07  113.00  113.570    378684.0
2017-02-08  113.77  112.690    406706.0
2017-02-09  112.80  112.690    337507.0
2017-02-10  122.50  118.510   2509985.0
2017-02-13  118.51  122.620    802330.0
2017-02-14  122.93  126.960    544628.0
2017-02-15  126.97  132.850    768335.0
2017-02-16  133.00  129.850    541128.0
2017-02-17  129.44  128.450    508941.0
2017-02-21  128.10  125.450    555526.0
2017-02-22  124.44  122.790    480515.0
2017-02-23  123.00  115.930   1433336.0
2017-02-24  115.68  119.190    561187.0
2017-02-27  119.48  124.870    465390.0
2017-02-28  124.10  127.590    735530.0
2017-03-01  128.66  128.990    445584.0
2017-03-02  131.10  126.620    657548.0
2017-03-03  126.52  127.030    278497.0
2017-03-06  126.02  126.030    286579.0
2017-03-07  125.35  121.680    364396.0
2017-03-08  122.14  125.370    546627.0
2017-03-09  125.92  125.350    324794.0
2017-03-10  125.61  127.500    251357.0
2017-03-13  127.32  127.800    240862.0
2017-03-14  127.80  121.840    334019.0
2017-03-15  122.20  125.870    359861.0
2017-03-16  126.12  125.200    218932.0
2017-03-17  124.17  125.230    225095.0
2017-03-20  124.65  123.560    265211.0
2017-03-21  123.59  116.010    759073.0
2017-03-22  115.95  116.250    446206.0
2017-03-23  116.14  115.800    259853.0
2017-03-24  116.18  116.730    305092.0
2017-03-27  115.17  117.170    372755.0
2017-03-28  117.47  115.790    299758.0
2017-03-29  115.75  115.610    415789.0
2017-03-30  116.24  112.880    381226.0
2017-03-31  112.53  113.100    238742.0
2017-04-03  113.32  112.010    340080.0
2017-04-04  112.06  112.370    184344.0
2017-04-05  112.51  109.340    341646.0
2017-04-06  109.80  108.700    289596.0
2017-04-07  108.30  108.710    345474.0
2017-04-10  108.51  109.020    254927.0
2017-04-11  108.89  108.580    170449.0
2017-04-12  108.68  105.770    365394.0
2017-04-13  105.71  107.330    496406.0
2017-04-17  107.40  107.510    243401.0
2017-04-18  107.09  106.680    225557.0
2017-04-19  106.85  105.620    304536.0
2017-04-20  106.37  107.190    438279.0
2017-04-21  107.58  107.890    399983.0
2017-04-24  108.67  111.110    360795.0
2017-04-25  111.81  114.770    392987.0
2017-04-26  115.09  113.450    267786.0
2017-04-27  113.75  113.230    213114.0
2017-04-28  113.00  112.350    214812.0
2017-05-01  112.18  113.740    213047.0
2017-05-02  114.00  115.140    259206.0
2017-05-03  114.79  112.720    293266.0
2017-05-04  113.86  117.290    898563.0
2017-05-05  118.29  118.740    389253.0
2017-05-08  118.59  114.900    415643.0
2017-05-09  114.68  116.480    369490.0
2017-05-10  116.35  115.950    240163.0
2017-05-11  115.52  115.840    358398.0
2017-05-12  115.44  117.150    349909.0
2017-05-15  118.02  118.530    296126.0
2017-05-16  118.33  119.590    252595.0
2017-05-17  117.63  114.290    318418.0
2017-05-18  114.38  115.950    260194.0
2017-05-19  116.31  112.270    402232.0
