date     open  close    volume
                                   
2016-01-04  26.4900  26.14   58256.0
2016-01-05  26.1700  26.23   36869.0
2016-01-06  25.9900  26.29   50204.0
2016-01-07  25.9900  26.24   49867.0
2016-01-08  26.1900  25.90   34308.0
2016-01-11  26.0200  26.03   43615.0
2016-01-12  26.1400  25.93   34495.0
2016-01-13  26.0900  25.55   32761.0
2016-01-14  25.5700  25.99   31658.0
2016-01-15  25.4200  25.65   55052.0
2016-01-19  25.6600  25.98   31334.0
2016-01-20  25.7800  26.10   98520.0
2016-01-21  26.1900  26.19   53447.0
2016-01-22  26.4900  27.10   50634.0
2016-01-25  27.0700  26.48   22944.0
2016-01-26  26.7000  26.64   23152.0
2016-01-27  26.7000  26.48   35565.0
2016-01-28  26.6200  27.48   22765.0
2016-01-29  27.6400  29.00   81891.0
2016-02-01  29.0500  29.25   94448.0
2016-02-02  29.1300  29.19   61680.0
2016-02-03  29.3000  29.17   51241.0
2016-02-04  29.0700  28.36   26760.0
2016-02-05  28.2800  27.58   64007.0
2016-02-08  27.6400  28.74   49400.0
2016-02-09  28.5000  28.56   42290.0
2016-02-10  28.6100  28.37   34614.0
2016-02-11  28.1500  28.42   45235.0
2016-02-12  28.7300  28.37   37412.0
2016-02-16  28.6700  28.31   52852.0
2016-02-17  28.2000  28.01   40040.0
2016-02-18  27.8100  28.28   37041.0
2016-02-19  28.2800  28.01   36764.0
2016-02-22  28.0300  27.79   46754.0
2016-02-23  27.8200  28.15   59750.0
2016-02-24  28.0200  28.55   25159.0
2016-02-25  28.7300  28.78   31585.0
2016-02-26  28.7000  27.51   44496.0
2016-02-29  27.4400  28.02   40533.0
2016-03-01  28.3600  27.89   38490.0
2016-03-02  27.4400  27.72   82762.0
2016-03-03  27.9200  27.50   40686.0
2016-03-04  27.2900  27.95   98863.0
2016-03-07  27.9000  29.40   88327.0
2016-03-08  29.2800  30.28   62962.0
2016-03-09  30.3100  30.82   82436.0
2016-03-10  30.8700  30.63  184986.0
2016-03-11  30.9800  30.75   48599.0
2016-03-14  30.7000  30.22   63055.0
2016-03-15  30.0900  30.03   45280.0
2016-03-16  30.0200  30.36   35184.0
2016-03-17  30.2400  30.74   47027.0
2016-03-18  31.0100  30.59  109773.0
2016-03-21  30.3900  29.92   39755.0
2016-03-22  29.8100  30.21   37016.0
2016-03-23  30.2500  29.86   40801.0
2016-03-24  29.7600  30.96   52490.0
2016-03-28  30.9600  30.86   38848.0
2016-03-29  30.7500  32.04   43816.0
2016-03-30  32.0400  31.14   66397.0
2016-03-31  31.1400  30.85   69512.0
2016-04-01  30.7500  31.50   65936.0
2016-04-04  31.6400  31.67   69992.0
2016-04-05  31.4300  31.05   45916.0
2016-04-06  31.0100  31.32   42124.0
2016-04-07  31.1900  31.64   86704.0
2016-04-08  31.7900  32.12   50773.0
2016-04-11  32.4500  32.97   90164.0
2016-04-12  33.0000  33.37   83415.0
2016-04-13  33.4700  33.82  104633.0
2016-04-14  33.7000  34.51   92336.0
2016-04-15  34.2200  35.75  329996.0
2016-04-18  35.7100  36.08  116905.0
2016-04-19  36.0400  36.86  104762.0
2016-04-20  36.7800  35.77  158569.0
2016-04-21  35.7300  35.37   93796.0
2016-04-22  35.1900  35.58   59345.0
2016-04-25  35.5300  35.70   56109.0
2016-04-26  35.9300  36.27   63664.0
2016-04-27  36.2100  36.08   60582.0
2016-04-28  35.9300  36.05   45877.0
2016-04-29  36.0700  36.58   58784.0
2016-05-02  36.6000  37.25   59929.0
2016-05-03  37.1200  37.25  135816.0
2016-05-04  37.0100  37.82  114202.0
2016-05-05  37.9700  37.54   66556.0
2016-05-06  37.3800  37.98   90176.0
2016-05-09  37.7800  38.32   59563.0
2016-05-10  38.2400  38.35   70363.0
2016-05-11  37.9600  37.24  107455.0
2016-05-12  37.0200  37.22   75462.0
2016-05-13  36.8900  36.86   68339.0
2016-05-16  36.6900  37.04   74104.0
2016-05-17  37.0100  35.23  127071.0
2016-05-18  35.0100  35.46  117271.0
2016-05-19  35.6100  36.24   63372.0
2016-05-20  36.4600  35.79   42345.0
2016-05-23  35.9700  35.46   47512.0
2016-05-24  35.4700  37.24  155081.0
2016-05-25  37.3200  36.30   46997.0
2016-05-26  36.1900  36.95   36233.0
2016-05-27  36.9900  37.23   27038.0
2016-05-31  37.5000  36.95  106491.0
2016-06-01  37.1300  37.88   66729.0
2016-06-02  38.0400  37.96   61148.0
2016-06-03  37.9400  38.35   57957.0
2016-06-06  38.3500  37.79   71897.0
2016-06-07  37.7200  38.11   33430.0
2016-06-08  37.8622  39.28   95803.0
2016-06-09  38.9100  38.95  124874.0
2016-06-10  38.7800  39.30   58149.0
2016-06-13  39.1800  38.91   43107.0
2016-06-14  38.9700  39.85   63791.0
2016-06-15  39.6300  39.64   62831.0
2016-06-16  39.5100  40.62   83623.0
2016-06-17  40.5500  39.05  197778.0
2016-06-20  39.0200  39.18   99417.0
2016-06-21  39.2500  39.48   75077.0
2016-06-22  39.6400  39.37   76335.0
2016-06-23  39.4800  39.50   45857.0
2016-06-24  37.7700  40.20  717635.0
2016-06-27  39.9800  41.86  225395.0
2016-06-28  42.1300  41.73  102710.0
2016-06-29  42.0300  42.19   74447.0
2016-06-30  42.3200  43.38  165105.0
2016-07-01  43.2600  42.61   89344.0
2016-07-05  42.8000  43.42  148783.0
2016-07-06  43.5300  43.01   78220.0
2016-07-07  43.0000  41.53   81635.0
2016-07-08  41.5400  41.84   99833.0
2016-07-11  42.0800  41.97   58588.0
2016-07-12  41.9500  41.59   93297.0
2016-07-13  41.8000  41.75   70455.0
2016-07-14  41.8500  41.66   90390.0
2016-07-15  41.6100  41.58   49065.0
2016-07-18  41.4300  41.38   51450.0
2016-07-19  41.4800  41.13   57950.0
2016-07-20  41.1900  41.49   79453.0
2016-07-21  41.3300  41.20   77894.0
2016-07-22  41.2000  41.74   59630.0
2016-07-25  41.7300  41.91   78960.0
2016-07-26  41.7400  41.31   74239.0
2016-07-27  41.2500  41.41   77194.0
2016-07-28  41.1300  40.98   59777.0
2016-07-29  40.7700  41.31   68931.0
2016-08-01  41.2200  41.16   50714.0
2016-08-02  41.2400  40.97   57084.0
2016-08-03  40.9900  39.65  117650.0
2016-08-04  39.8100  39.37   60382.0
2016-08-05  39.2400  38.80   89680.0
2016-08-08  38.6500  38.56   74751.0
2016-08-09  38.4200  38.54   86743.0
2016-08-10  38.2500  38.09   89779.0
2016-08-11  38.0500  38.15   60865.0
2016-08-12  38.2100  38.07   40024.0
2016-08-15  38.2700  36.81   86666.0
2016-08-16  36.6600  35.35  138100.0
2016-08-17  35.1900  35.69  190903.0
2016-08-18  35.7400  36.31   99492.0
2016-08-19  36.1500  35.56   77682.0
2016-08-22  35.6900  35.84   39333.0
2016-08-23  35.9200  35.61   45654.0
2016-08-24  35.4600  35.46   54440.0
2016-08-25  35.2200  35.98   62070.0
2016-08-26  36.0600  35.10   36090.0
2016-08-29  35.0200  35.26   59866.0
2016-08-30  35.3600  34.34   50182.0
2016-08-31  34.3000  33.37  157595.0
2016-09-01  33.2700  33.11   99605.0
2016-09-02  33.1400  33.74   43170.0
