date     open   close       volume
                                       
2016-01-04  16.4500  16.430  114855342.0
2016-01-05  16.5200  16.430   66591885.0
2016-01-06  16.1900  16.080  102669915.0
2016-01-07  15.7300  15.500  116188238.0
2016-01-08  15.9400  15.200  124670826.0
2016-01-11  15.2600  15.310  104581569.0
2016-01-12  15.5400  15.310   99949556.0
2016-01-13  15.4700  14.900  119412972.0
2016-01-14  15.0100  14.990  125809900.0
2016-01-15  14.4100  14.460  172228199.0
2016-01-19  14.6900  14.240  185641283.0
2016-01-20  13.7900  13.690  249990820.0
2016-01-21  13.6700  13.360  188802260.0
2016-01-22  13.6500  13.560  169961438.0
2016-01-25  13.5400  12.960  186248993.0
2016-01-26  13.0700  13.310  124183841.0
2016-01-27  13.2000  13.360  123984025.0
2016-01-28  13.5900  13.530  110951618.0
2016-01-29  13.6600  14.140  159925361.0
2016-02-01  14.0500  13.960  105699706.0
2016-02-02  13.7400  13.230  146990214.0
2016-02-03  13.2800  13.030  257591135.0
2016-02-04  12.8900  13.250  179319106.0
2016-02-05  13.3200  12.950  125785587.0
2016-02-08  12.6700  12.270  221271714.0
2016-02-09  11.9900  12.200  247227500.0
2016-02-10  12.4200  11.980  227371472.0
2016-02-11  11.4600  11.160  374686686.0
2016-02-12  11.4800  11.950  245320697.0
2016-02-16  12.3800  12.250  194138587.0
2016-02-17  12.5700  12.560  221671695.0
2016-02-18  12.7100  12.240  161492893.0
2016-02-19  12.2200  12.130  120974304.0
2016-02-22  12.3800  12.540   88785977.0
2016-02-23  12.4700  12.160  104401671.0
2016-02-24  11.9600  12.130  159423970.0
2016-02-25  12.1400  12.320  103003028.0
2016-02-26  12.4900  12.700  160262798.0
2016-02-29  12.7000  12.520  123480562.0
2016-03-01  12.6400  13.190  153473420.0
2016-03-02  13.2000  13.410  139562706.0
2016-03-03  13.3800  13.500  105031428.0
2016-03-04  13.7600  13.540  171338150.0
2016-03-07  13.4500  13.530   97565818.0
2016-03-08  13.4000  13.060  124883295.0
2016-03-09  13.1700  13.140   92198484.0
2016-03-10  13.2300  13.270  123467835.0
2016-03-11  13.4400  13.790  120366396.0
2016-03-14  13.7200  13.640   87695689.0
2016-03-15  13.5100  13.570   80403985.0
2016-03-16  13.5100  13.310  149645421.0
2016-03-17  13.2200  13.400  122129018.0
2016-03-18  13.6800  13.790  146530926.0
2016-03-21  13.8000  13.840  104633493.0
2016-03-22  13.6700  13.760   83196383.0
2016-03-23  13.7700  13.620   95747961.0
2016-03-24  13.4100  13.680   94772909.0
2016-03-28  13.7300  13.620   54455597.0
2016-03-29  13.5400  13.420  101606836.0
